"id","state","site","treat","treat_string","vf_age","vf_female","vf_latino","vf_voted16","vf_voted14","vf_voted12","t1_factor_prej","t1_factor_policy","t1_factor_overall"
96983,"CA","ORANGE",2,"Deep Canvass",74,0,0,1,1,1,NA,NA,NA
23823,"CA","FRESNO",2,"Deep Canvass",74,0,0,1,1,1,NA,NA,NA
143107,"TN","TN",2,"Deep Canvass",46,1,0,1,1,1,NA,NA,NA
17587,"CA","ORANGE",2,"Deep Canvass",72,0,0,1,1,1,NA,NA,NA
82960,"CA","ORANGE",2,"Deep Canvass",63,0,0,1,1,1,-1.35492,-2.044356,-1.738166
64264,"CA","FRESNO",2,"Deep Canvass",64,1,0,1,1,1,NA,NA,NA
144593,"TN","TN",2,"Deep Canvass",59,1,0,1,1,1,0.7683161,0.9677945,0.8767864
64259,"CA","ORANGE",2,"Deep Canvass",54,1,1,1,0,1,1.221044,0.6869844,1.017584
139913,"TN","TN",2,"Deep Canvass",61,1,0,1,1,1,NA,NA,NA
28419,"CA","ORANGE",2,"Deep Canvass",67,1,0,1,1,1,NA,NA,NA
216232,"TN","TN",2,"Deep Canvass",77,0,0,1,1,1,NA,NA,NA
160269,"TN","TN",2,"Deep Canvass",65,0,0,1,1,1,NA,NA,NA
47224,"CA","FRESNO",2,"Deep Canvass",33,1,0,0,0,0,NA,NA,NA
137363,"TN","TN",2,"Deep Canvass",54,1,0,1,1,1,NA,NA,NA
45354,"CA","FRESNO",2,"Deep Canvass",39,0,1,1,0,0,NA,NA,NA
115611,"CA","ORANGE",2,"Deep Canvass",67,0,0,1,1,1,NA,NA,NA
124393,"CA","ORANGE",2,"Deep Canvass",61,1,1,1,1,1,NA,NA,NA
84226,"CA","FRESNO",2,"Deep Canvass",52,0,0,1,0,1,NA,NA,NA
72362,"CA","FRESNO",2,"Deep Canvass",43,0,0,0,0,1,NA,NA,NA
202119,"TN","TN",2,"Deep Canvass",35,0,0,1,0,1,NA,NA,NA
26042,"CA","ORANGE",2,"Deep Canvass",66,0,0,1,1,1,NA,NA,NA
190705,"TN","TN",2,"Deep Canvass",29,0,0,1,1,0,NA,NA,NA
36744,"CA","ORANGE",2,"Deep Canvass",66,0,0,1,1,1,NA,NA,NA
181577,"TN","TN",2,"Deep Canvass",31,1,0,1,0,0,NA,NA,NA
83666,"CA","FRESNO",2,"Deep Canvass",63,1,0,1,1,1,0.0340871,0.0612163,0.0462379
144484,"TN","TN",2,"Deep Canvass",65,0,0,1,1,1,NA,NA,NA
151134,"TN","TN",2,"Deep Canvass",62,0,0,1,1,1,NA,NA,NA
194606,"TN","TN",2,"Deep Canvass",37,0,0,1,1,1,NA,NA,NA
151135,"TN","TN",2,"Deep Canvass",55,1,0,1,1,1,NA,NA,NA
160949,"TN","TN",2,"Deep Canvass",64,0,0,1,1,1,NA,NA,NA
188720,"TN","TN",2,"Deep Canvass",41,1,0,1,0,1,1.025428,0.4993939,0.8001539
134817,"TN","TN",2,"Deep Canvass",61,1,0,1,1,1,-0.8026403,-0.2658092,-0.5540311
190832,"TN","TN",2,"Deep Canvass",46,0,0,1,0,0,NA,NA,NA
31786,"CA","FRESNO",2,"Deep Canvass",59,0,0,1,1,1,NA,NA,NA
127485,"TN","TN",2,"Deep Canvass",35,0,0,1,0,1,NA,NA,NA
202800,"TN","TN",2,"Deep Canvass",38,1,0,1,0,0,NA,NA,NA
203213,"TN","TN",2,"Deep Canvass",68,1,0,1,1,1,NA,NA,NA
125936,"CA","FRESNO",2,"Deep Canvass",21,1,1,0,0,0,NA,NA,NA
29433,"CA","ORANGE",2,"Deep Canvass",74,0,0,1,1,1,NA,NA,NA
14627,"CA","FRESNO",2,"Deep Canvass",66,0,1,1,0,0,NA,NA,NA
25829,"CA","FRESNO",2,"Deep Canvass",68,1,0,0,0,0,NA,NA,NA
25566,"CA","FRESNO",2,"Deep Canvass",67,1,0,1,1,0,NA,NA,NA
35387,"CA","ORANGE",2,"Deep Canvass",43,1,1,0,0,0,-0.0031719,0.4462072,0.2106611
187945,"TN","TN",2,"Deep Canvass",57,1,0,0,0,0,NA,NA,NA
44590,"CA","ORANGE",2,"Deep Canvass",75,0,0,1,1,1,NA,NA,NA
52939,"CA","FRESNO",2,"Deep Canvass",53,0,0,1,1,1,NA,NA,NA
191019,"TN","TN",2,"Deep Canvass",44,0,0,1,0,1,NA,NA,NA
82667,"CA","ORANGE",2,"Deep Canvass",54,1,0,1,0,1,NA,NA,NA
88465,"CA","FRESNO",2,"Deep Canvass",59,1,0,1,1,0,NA,NA,NA
42649,"CA","ORANGE",2,"Deep Canvass",72,1,0,1,1,1,NA,NA,NA
31343,"CA","ORANGE",2,"Deep Canvass",56,0,0,1,1,1,NA,NA,NA
125711,"CA","ORANGE",2,"Deep Canvass",72,1,0,1,1,1,NA,NA,NA
67104,"CA","ORANGE",2,"Deep Canvass",21,1,0,1,0,0,NA,NA,NA
88564,"CA","ORANGE",2,"Deep Canvass",23,1,1,0,0,0,NA,NA,NA
25550,"CA","ORANGE",2,"Deep Canvass",66,0,0,1,1,1,0.4779527,0.800907,0.6810406
134360,"TN","TN",2,"Deep Canvass",65,0,0,1,1,1,NA,NA,NA
80306,"CA","FRESNO",2,"Deep Canvass",30,0,0,1,0,1,NA,NA,NA
211180,"TN","TN",2,"Deep Canvass",37,1,0,1,0,0,NA,NA,NA
215324,"TN","TN",2,"Deep Canvass",60,1,0,1,0,0,NA,NA,NA
47570,"CA","FRESNO",2,"Deep Canvass",71,0,1,1,1,1,NA,NA,NA
113140,"CA","ORANGE",2,"Deep Canvass",69,1,1,1,1,1,NA,NA,NA
191301,"TN","TN",2,"Deep Canvass",55,1,0,1,0,1,NA,NA,NA
114271,"CA","FRESNO",2,"Deep Canvass",46,1,0,1,0,1,NA,NA,NA
166398,"TN","TN",2,"Deep Canvass",64,0,0,1,1,1,NA,NA,NA
160986,"TN","TN",2,"Deep Canvass",65,1,0,1,1,1,NA,NA,NA
125618,"CA","ORANGE",2,"Deep Canvass",84,1,0,1,1,1,NA,NA,NA
176580,"TN","TN",2,"Deep Canvass",57,0,0,1,0,0,NA,NA,NA
141662,"TN","TN",2,"Deep Canvass",74,1,0,1,1,1,1.207825,1.314764,1.294997
179869,"TN","TN",2,"Deep Canvass",61,1,0,1,1,1,-0.6004919,-0.8132097,-0.7412413
123022,"CA","FRESNO",2,"Deep Canvass",50,0,0,1,0,0,NA,NA,NA
105177,"CA","ORANGE",2,"Deep Canvass",60,0,0,1,1,1,-1.260378,-1.710968,-1.484274
43925,"CA","FRESNO",2,"Deep Canvass",39,1,0,1,1,1,NA,NA,NA
213191,"TN","TN",2,"Deep Canvass",23,0,0,0,0,0,NA,NA,NA
101777,"CA","ORANGE",2,"Deep Canvass",38,1,0,1,1,1,NA,NA,NA
100951,"CA","ORANGE",2,"Deep Canvass",46,1,0,1,0,1,NA,NA,NA
191459,"TN","TN",2,"Deep Canvass",39,1,0,1,0,1,NA,NA,NA
85848,"CA","FRESNO",2,"Deep Canvass",63,1,0,1,1,1,NA,NA,NA
54402,"CA","ORANGE",2,"Deep Canvass",71,1,0,1,1,1,-0.8091145,0.1157578,-0.3670658
60231,"CA","ORANGE",2,"Deep Canvass",39,1,0,1,1,1,NA,NA,NA
10445,"CA","FRESNO",2,"Deep Canvass",66,0,0,1,1,1,NA,NA,NA
148435,"TN","TN",2,"Deep Canvass",74,0,0,1,1,1,NA,NA,NA
72759,"CA","FRESNO",2,"Deep Canvass",71,1,0,1,1,1,NA,NA,NA
59752,"CA","ORANGE",2,"Deep Canvass",48,0,0,1,1,1,NA,NA,NA
102374,"CA","ORANGE",2,"Deep Canvass",21,0,0,0,0,0,NA,NA,NA
46963,"CA","FRESNO",2,"Deep Canvass",66,0,0,1,1,1,NA,NA,NA
124425,"CA","ORANGE",2,"Deep Canvass",71,1,0,1,1,1,0.8103436,1.187495,1.014115
50208,"CA","FRESNO",2,"Deep Canvass",35,1,1,1,0,0,NA,NA,NA
25094,"CA","ORANGE",2,"Deep Canvass",69,0,0,1,1,1,NA,NA,NA
191683,"TN","TN",2,"Deep Canvass",28,1,0,1,1,1,NA,NA,NA
2722,"CA","ORANGE",2,"Deep Canvass",31,0,0,1,1,1,-0.2842202,-0.4257128,-0.3785054
100632,"CA","FRESNO",2,"Deep Canvass",32,1,0,1,0,0,NA,NA,NA
140210,"TN","TN",2,"Deep Canvass",54,1,0,1,1,1,NA,NA,NA
125318,"CA","ORANGE",2,"Deep Canvass",62,1,1,1,0,1,NA,NA,NA
118796,"CA","ORANGE",2,"Deep Canvass",32,0,0,0,0,1,NA,NA,NA
107704,"CA","FRESNO",2,"Deep Canvass",74,0,0,1,1,1,NA,NA,NA
74887,"CA","FRESNO",2,"Deep Canvass",61,0,0,1,0,0,-0.8801808,-0.6777947,-0.8236769
80592,"CA","FRESNO",2,"Deep Canvass",36,1,0,0,0,0,NA,NA,NA
106330,"CA","FRESNO",2,"Deep Canvass",43,1,1,1,1,1,NA,NA,NA
168350,"TN","TN",2,"Deep Canvass",56,1,0,1,1,1,-1.130816,-0.8711875,-1.01224
16596,"CA","FRESNO",2,"Deep Canvass",32,0,0,1,0,1,NA,NA,NA
201969,"TN","TN",2,"Deep Canvass",19,1,0,0,0,0,NA,NA,NA
31001,"CA","ORANGE",2,"Deep Canvass",63,1,0,1,0,1,0.5801092,0.8011003,0.6897405
110814,"CA","FRESNO",2,"Deep Canvass",23,1,1,0,0,0,NA,NA,NA
5635,"CA","ORANGE",2,"Deep Canvass",51,1,0,1,1,1,NA,NA,NA
107121,"CA","ORANGE",2,"Deep Canvass",36,1,0,1,1,0,NA,NA,NA
8447,"CA","FRESNO",2,"Deep Canvass",39,0,0,1,0,0,NA,NA,NA
178658,"TN","TN",2,"Deep Canvass",64,1,0,1,1,1,1.202716,1.228022,1.256807
182430,"TN","TN",2,"Deep Canvass",48,1,0,1,1,1,NA,NA,NA
11658,"CA","FRESNO",2,"Deep Canvass",72,1,0,1,1,1,-0.5067344,-0.8068343,-0.6833
194877,"TN","TN",2,"Deep Canvass",45,0,0,1,1,1,NA,NA,NA
118813,"CA","ORANGE",2,"Deep Canvass",56,1,0,1,0,0,-0.8051811,-1.291318,-1.051477
164772,"TN","TN",2,"Deep Canvass",66,0,0,1,1,0,-0.4997231,-0.5490305,-0.547206
7899,"CA","FRESNO",2,"Deep Canvass",46,0,0,1,0,0,NA,NA,NA
211611,"TN","TN",2,"Deep Canvass",45,1,0,1,0,0,NA,NA,NA
189860,"TN","TN",2,"Deep Canvass",33,1,0,1,0,0,NA,NA,NA
50323,"CA","ORANGE",2,"Deep Canvass",31,1,0,1,1,0,NA,NA,NA
55626,"CA","ORANGE",2,"Deep Canvass",67,1,0,1,1,1,0.9911505,1.314764,1.167996
74274,"CA","ORANGE",2,"Deep Canvass",61,0,0,1,1,1,1.152506,0.7635731,1.00812
182698,"TN","TN",2,"Deep Canvass",30,0,0,1,0,0,NA,NA,NA
21867,"CA","FRESNO",2,"Deep Canvass",74,0,0,1,1,1,-0.0153105,0.5485729,0.2365152
206270,"TN","TN",2,"Deep Canvass",29,1,0,1,0,0,NA,NA,NA
5150,"CA","FRESNO",2,"Deep Canvass",49,1,1,1,0,0,NA,NA,NA
125049,"CA","ORANGE",2,"Deep Canvass",36,1,1,1,1,0,NA,NA,NA
135010,"TN","TN",2,"Deep Canvass",63,0,0,1,1,1,NA,NA,NA
25134,"CA","FRESNO",2,"Deep Canvass",28,0,0,1,1,1,NA,NA,NA
68267,"CA","FRESNO",2,"Deep Canvass",30,0,0,1,0,1,NA,NA,NA
77277,"CA","ORANGE",2,"Deep Canvass",42,0,0,1,1,1,NA,NA,NA
112958,"CA","ORANGE",2,"Deep Canvass",26,0,0,1,1,1,NA,NA,NA
156850,"TN","TN",2,"Deep Canvass",29,1,0,1,1,1,NA,NA,NA
154932,"TN","TN",2,"Deep Canvass",62,1,0,1,1,1,1.174393,1.314764,1.280592
209537,"TN","TN",2,"Deep Canvass",39,1,0,1,0,0,NA,NA,NA
154336,"TN","TN",2,"Deep Canvass",60,0,0,1,1,1,NA,NA,NA
124456,"CA","ORANGE",2,"Deep Canvass",66,0,0,1,1,1,NA,NA,NA
208385,"TN","TN",2,"Deep Canvass",27,1,0,1,0,0,1.114643,0.9804541,1.081121
127262,"CA","FRESNO",2,"Deep Canvass",71,1,0,1,0,1,NA,NA,NA
148208,"TN","TN",2,"Deep Canvass",56,1,0,1,1,1,NA,NA,NA
140357,"TN","TN",2,"Deep Canvass",46,1,0,1,0,1,NA,NA,NA
150100,"TN","TN",2,"Deep Canvass",78,0,0,1,1,1,NA,NA,NA
103200,"CA","FRESNO",2,"Deep Canvass",23,0,1,1,0,0,NA,NA,NA
63745,"CA","FRESNO",2,"Deep Canvass",55,1,0,1,1,1,-1.187519,-1.28324,-1.243792
174410,"TN","TN",2,"Deep Canvass",65,0,0,1,0,0,NA,NA,NA
37940,"CA","ORANGE",2,"Deep Canvass",46,1,1,1,0,0,NA,NA,NA
87719,"CA","ORANGE",2,"Deep Canvass",38,0,0,1,0,0,NA,NA,NA
47435,"CA","ORANGE",2,"Deep Canvass",52,0,0,0,0,0,NA,NA,NA
49365,"CA","FRESNO",2,"Deep Canvass",25,1,0,1,0,0,NA,NA,NA
110585,"CA","FRESNO",2,"Deep Canvass",45,0,0,1,0,1,NA,NA,NA
112505,"CA","ORANGE",2,"Deep Canvass",39,0,0,1,0,1,NA,NA,NA
146034,"TN","TN",2,"Deep Canvass",61,1,0,1,1,1,1.09534,1.141279,1.138043
30030,"CA","ORANGE",2,"Deep Canvass",75,1,0,1,1,1,NA,NA,NA
10591,"CA","ORANGE",2,"Deep Canvass",37,1,0,1,1,1,NA,NA,NA
103916,"CA","FRESNO",2,"Deep Canvass",77,1,0,1,1,1,NA,NA,NA
110656,"CA","FRESNO",2,"Deep Canvass",28,0,0,0,0,0,NA,NA,NA
136591,"TN","TN",2,"Deep Canvass",59,0,0,1,0,1,NA,NA,NA
116151,"CA","ORANGE",2,"Deep Canvass",33,1,0,1,0,1,NA,NA,NA
114602,"CA","ORANGE",2,"Deep Canvass",77,1,0,1,1,1,-1.339832,-1.027716,-1.259683
6612,"CA","FRESNO",2,"Deep Canvass",54,0,1,1,0,0,NA,NA,NA
110297,"CA","ORANGE",2,"Deep Canvass",30,1,0,1,0,0,-0.0190303,-0.9020636,-0.4312973
22822,"CA","ORANGE",2,"Deep Canvass",60,1,0,1,0,1,NA,NA,NA
151956,"TN","TN",2,"Deep Canvass",36,1,0,1,1,1,NA,NA,NA
151808,"TN","TN",2,"Deep Canvass",46,1,0,0,0,0,NA,NA,NA
87031,"CA","ORANGE",2,"Deep Canvass",60,1,0,1,1,1,NA,NA,NA
47639,"CA","FRESNO",2,"Deep Canvass",44,0,1,1,0,0,NA,NA,NA
160148,"TN","TN",2,"Deep Canvass",70,1,0,1,1,1,NA,NA,NA
213145,"TN","TN",2,"Deep Canvass",69,0,0,1,0,0,NA,NA,NA
66087,"CA","ORANGE",2,"Deep Canvass",75,0,0,1,1,1,1.004541,0.6070325,0.8446398
95194,"CA","FRESNO",2,"Deep Canvass",50,1,0,1,1,1,NA,NA,NA
130669,"TN","TN",2,"Deep Canvass",65,0,0,1,1,1,-1.164712,-1.060283,-1.141364
153874,"TN","TN",2,"Deep Canvass",79,0,0,1,1,1,NA,NA,NA
159420,"TN","TN",2,"Deep Canvass",55,0,0,1,1,1,NA,NA,NA
114986,"CA","FRESNO",2,"Deep Canvass",27,1,0,1,0,0,NA,NA,NA
180080,"TN","TN",2,"Deep Canvass",44,0,0,1,1,1,NA,NA,NA
10801,"CA","FRESNO",2,"Deep Canvass",48,0,0,1,1,1,NA,NA,NA
15765,"CA","ORANGE",2,"Deep Canvass",23,0,0,1,0,0,NA,NA,NA
92325,"CA","FRESNO",2,"Deep Canvass",38,1,0,0,0,0,NA,NA,NA
206858,"TN","TN",2,"Deep Canvass",31,1,0,1,0,0,NA,NA,NA
160712,"TN","TN",2,"Deep Canvass",71,0,0,1,1,1,NA,NA,NA
193063,"TN","TN",2,"Deep Canvass",67,1,0,1,1,1,-0.8605791,-1.656859,-1.29767
117270,"CA","FRESNO",2,"Deep Canvass",27,0,0,1,0,1,NA,NA,NA
55323,"CA","FRESNO",2,"Deep Canvass",44,1,1,1,0,1,NA,NA,NA
125047,"CA","ORANGE",2,"Deep Canvass",38,0,1,0,0,0,NA,NA,NA
111120,"CA","FRESNO",2,"Deep Canvass",32,1,0,1,0,1,NA,NA,NA
82546,"CA","FRESNO",2,"Deep Canvass",38,1,0,1,1,1,NA,NA,NA
185414,"TN","TN",2,"Deep Canvass",55,0,0,1,0,0,NA,NA,NA
163547,"TN","TN",2,"Deep Canvass",60,0,0,1,1,1,NA,NA,NA
116154,"CA","ORANGE",2,"Deep Canvass",36,0,0,1,0,1,NA,NA,NA
59518,"CA","ORANGE",2,"Deep Canvass",59,0,0,1,1,1,-1.937906,-2.044356,-2.052655
186386,"TN","TN",2,"Deep Canvass",63,0,0,0,0,0,NA,NA,NA
82911,"CA","FRESNO",2,"Deep Canvass",52,0,0,1,0,0,NA,NA,NA
27324,"CA","ORANGE",2,"Deep Canvass",44,0,0,1,1,1,NA,NA,NA
88855,"CA","ORANGE",2,"Deep Canvass",65,0,0,0,1,1,NA,NA,NA
159867,"TN","TN",2,"Deep Canvass",54,1,0,1,1,1,NA,NA,NA
17071,"CA","ORANGE",2,"Deep Canvass",28,1,0,0,0,0,NA,NA,NA
53637,"CA","FRESNO",2,"Deep Canvass",46,0,0,1,0,1,NA,NA,NA
105363,"CA","FRESNO",2,"Deep Canvass",33,1,0,1,1,1,NA,NA,NA
166522,"TN","TN",2,"Deep Canvass",36,1,0,1,1,1,NA,NA,NA
188411,"TN","TN",2,"Deep Canvass",28,0,0,1,1,1,NA,NA,NA
177194,"TN","TN",2,"Deep Canvass",54,1,0,1,0,1,NA,NA,NA
179873,"TN","TN",2,"Deep Canvass",42,0,0,1,0,0,NA,NA,NA
65166,"CA","ORANGE",2,"Deep Canvass",33,1,1,1,0,0,NA,NA,NA
121299,"CA","ORANGE",2,"Deep Canvass",72,1,0,1,1,0,1.263145,1.314764,1.32223
118426,"CA","ORANGE",2,"Deep Canvass",56,1,0,1,1,1,-0.5150129,0.3882417,-0.1066189
66441,"CA","FRESNO",2,"Deep Canvass",51,0,0,1,0,1,NA,NA,NA
82784,"CA","FRESNO",2,"Deep Canvass",57,0,0,1,1,1,NA,NA,NA
142051,"TN","TN",2,"Deep Canvass",42,1,1,1,1,1,NA,NA,NA
10802,"CA","FRESNO",2,"Deep Canvass",41,1,1,1,1,1,NA,NA,NA
77693,"CA","FRESNO",2,"Deep Canvass",76,0,0,1,1,1,NA,NA,NA
141960,"TN","TN",2,"Deep Canvass",53,0,0,1,0,1,NA,NA,NA
131552,"TN","TN",2,"Deep Canvass",79,1,0,1,1,1,NA,NA,NA
76456,"CA","FRESNO",2,"Deep Canvass",64,1,0,1,1,1,NA,NA,NA
177426,"TN","TN",2,"Deep Canvass",73,0,0,1,1,1,NA,NA,NA
160438,"TN","TN",2,"Deep Canvass",64,1,0,1,1,1,NA,NA,NA
7612,"CA","ORANGE",2,"Deep Canvass",39,0,1,1,1,1,NA,NA,NA
110395,"CA","ORANGE",2,"Deep Canvass",22,0,0,1,0,0,NA,NA,NA
136470,"TN","TN",2,"Deep Canvass",48,1,0,1,1,1,-1.223306,-0.8014594,-1.07109
206003,"TN","TN",2,"Deep Canvass",40,1,0,1,1,0,NA,NA,NA
124932,"CA","ORANGE",2,"Deep Canvass",65,1,0,1,1,1,NA,NA,NA
154099,"TN","TN",2,"Deep Canvass",69,1,0,1,0,1,NA,NA,NA
49230,"CA","FRESNO",2,"Deep Canvass",70,0,0,1,1,1,NA,NA,NA
151515,"TN","TN",2,"Deep Canvass",53,0,0,0,1,0,NA,NA,NA
35674,"CA","FRESNO",2,"Deep Canvass",73,0,0,1,1,1,-0.9426189,-0.5377867,-0.7650577
147150,"TN","TN",2,"Deep Canvass",58,1,0,0,0,0,NA,NA,NA
156914,"TN","TN",2,"Deep Canvass",46,0,0,1,1,1,NA,NA,NA
11411,"CA","ORANGE",2,"Deep Canvass",49,1,0,1,1,1,NA,NA,NA
139243,"TN","TN",2,"Deep Canvass",42,1,0,1,0,1,NA,NA,NA
29097,"CA","FRESNO",2,"Deep Canvass",57,1,0,0,0,0,NA,NA,NA
74669,"CA","FRESNO",2,"Deep Canvass",61,1,0,1,0,0,NA,NA,NA
126013,"CA","ORANGE",2,"Deep Canvass",67,0,0,1,1,1,NA,NA,NA
215309,"TN","TN",2,"Deep Canvass",29,1,0,1,1,1,NA,NA,NA
111493,"CA","FRESNO",2,"Deep Canvass",57,0,0,1,1,1,NA,NA,NA
80638,"CA","FRESNO",2,"Deep Canvass",21,1,1,1,0,0,NA,NA,NA
43490,"CA","FRESNO",2,"Deep Canvass",55,1,1,0,0,0,NA,NA,NA
73485,"CA","FRESNO",2,"Deep Canvass",87,1,0,1,1,1,0.0585829,0.0038469,0.0284464
141926,"TN","TN",2,"Deep Canvass",37,0,0,1,0,1,NA,NA,NA
20093,"CA","FRESNO",2,"Deep Canvass",73,1,0,1,1,1,NA,NA,NA
205718,"TN","TN",2,"Deep Canvass",26,1,0,1,1,0,NA,NA,NA
114352,"CA","FRESNO",2,"Deep Canvass",83,0,0,1,1,1,NA,NA,NA
100993,"CA","FRESNO",2,"Deep Canvass",56,1,0,0,0,0,NA,NA,NA
187586,"TN","TN",2,"Deep Canvass",40,0,0,1,0,0,NA,NA,NA
155641,"TN","TN",2,"Deep Canvass",62,1,0,1,1,1,NA,NA,NA
156447,"TN","TN",2,"Deep Canvass",68,1,0,1,0,0,NA,NA,NA
191254,"TN","TN",2,"Deep Canvass",41,0,0,1,0,1,NA,NA,NA
160590,"TN","TN",2,"Deep Canvass",44,1,0,1,1,1,NA,NA,NA
72830,"CA","FRESNO",2,"Deep Canvass",59,0,0,1,1,1,NA,NA,NA
215586,"TN","TN",2,"Deep Canvass",34,1,0,0,0,0,NA,NA,NA
162200,"TN","TN",2,"Deep Canvass",56,0,0,1,1,1,NA,NA,NA
182850,"TN","TN",2,"Deep Canvass",71,1,0,1,0,1,-1.383888,-1.28545,-1.364122
179242,"TN","TN",2,"Deep Canvass",71,0,0,1,1,1,1.251601,1.314764,1.320651
210399,"TN","TN",2,"Deep Canvass",35,0,0,0,0,0,NA,NA,NA
120446,"CA","FRESNO",2,"Deep Canvass",59,0,0,1,1,0,NA,NA,NA
193757,"TN","TN",2,"Deep Canvass",30,0,0,1,0,0,NA,NA,NA
117478,"CA","ORANGE",2,"Deep Canvass",72,0,0,1,1,1,NA,NA,NA
135099,"TN","TN",2,"Deep Canvass",58,1,0,1,1,1,NA,NA,NA
3266,"CA","ORANGE",2,"Deep Canvass",54,0,0,1,0,1,NA,NA,NA
45353,"CA","FRESNO",2,"Deep Canvass",37,1,1,1,0,0,NA,NA,NA
163520,"TN","TN",2,"Deep Canvass",73,0,0,1,1,1,NA,NA,NA
106941,"CA","ORANGE",2,"Deep Canvass",72,0,0,1,1,1,NA,NA,NA
17681,"CA","ORANGE",2,"Deep Canvass",35,1,0,1,0,0,NA,NA,NA
217100,"TN","TN",2,"Deep Canvass",18,0,0,0,0,0,NA,NA,NA
188464,"TN","TN",2,"Deep Canvass",54,1,0,1,1,1,0.295911,-0.5192459,-0.0925828
106059,"CA","ORANGE",2,"Deep Canvass",54,1,0,1,1,1,NA,NA,NA
130061,"TN","TN",2,"Deep Canvass",65,1,0,1,1,1,NA,NA,NA
111933,"CA","FRESNO",2,"Deep Canvass",55,1,0,1,0,0,NA,NA,NA
180590,"TN","TN",2,"Deep Canvass",31,1,0,1,0,1,NA,NA,NA
10603,"CA","ORANGE",2,"Deep Canvass",29,0,0,1,1,1,0.313526,0.3200401,0.3054244
105020,"CA","ORANGE",2,"Deep Canvass",24,0,0,1,0,0,NA,NA,NA
110394,"CA","ORANGE",2,"Deep Canvass",21,1,0,1,0,0,NA,NA,NA
28024,"CA","ORANGE",2,"Deep Canvass",40,0,0,1,1,1,NA,NA,NA
205341,"TN","TN",2,"Deep Canvass",27,1,0,1,0,0,NA,NA,NA
105181,"CA","FRESNO",2,"Deep Canvass",73,0,0,1,1,1,NA,NA,NA
136545,"TN","TN",2,"Deep Canvass",56,1,0,1,1,1,NA,NA,NA
133196,"TN","TN",2,"Deep Canvass",60,1,0,1,1,1,NA,NA,NA
188928,"TN","TN",2,"Deep Canvass",75,1,0,1,1,1,NA,NA,NA
209359,"TN","TN",2,"Deep Canvass",22,1,0,1,0,0,NA,NA,NA
50923,"CA","FRESNO",2,"Deep Canvass",84,0,0,1,1,1,NA,NA,NA
178766,"TN","TN",2,"Deep Canvass",53,1,0,1,0,1,NA,NA,NA
112179,"CA","ORANGE",2,"Deep Canvass",41,1,0,1,0,1,0.831641,0.5608173,0.7134103
12060,"CA","FRESNO",2,"Deep Canvass",66,1,0,1,0,1,0.2032454,-0.6854584,-0.1878438
12066,"CA","FRESNO",2,"Deep Canvass",64,0,0,1,1,1,NA,NA,NA
101570,"CA","ORANGE",2,"Deep Canvass",21,0,0,1,0,0,NA,NA,NA
132439,"TN","TN",2,"Deep Canvass",70,1,0,1,1,1,NA,NA,NA
164236,"TN","TN",2,"Deep Canvass",41,1,0,1,0,1,NA,NA,NA
20578,"CA","FRESNO",2,"Deep Canvass",41,0,0,1,0,0,-0.1634516,-0.776552,-0.4667372
45725,"CA","ORANGE",2,"Deep Canvass",58,0,0,1,1,1,-0.9867046,-0.4345942,-0.766153
165843,"TN","TN",2,"Deep Canvass",85,0,0,1,1,1,NA,NA,NA
97043,"CA","ORANGE",2,"Deep Canvass",56,1,0,0,1,1,NA,NA,NA
51283,"CA","FRESNO",2,"Deep Canvass",38,0,0,0,1,1,NA,NA,NA
132518,"TN","TN",2,"Deep Canvass",68,1,0,1,1,1,NA,NA,NA
2314,"CA","FRESNO",2,"Deep Canvass",29,1,0,1,0,1,NA,NA,NA
68707,"CA","FRESNO",2,"Deep Canvass",63,0,0,1,0,1,NA,NA,NA
55109,"CA","FRESNO",2,"Deep Canvass",53,1,1,1,1,1,-0.6212888,0.2077854,-0.2387985
205005,"TN","TN",2,"Deep Canvass",36,0,0,0,0,1,NA,NA,NA
61821,"CA","FRESNO",2,"Deep Canvass",51,0,0,1,1,1,NA,NA,NA
125835,"CA","ORANGE",2,"Deep Canvass",25,1,0,1,0,1,NA,NA,NA
92122,"CA","FRESNO",2,"Deep Canvass",19,1,1,0,0,0,NA,NA,NA
24523,"CA","ORANGE",2,"Deep Canvass",72,1,0,1,1,0,-1.880465,-1.486296,-1.750009
206061,"TN","TN",2,"Deep Canvass",56,1,0,0,0,0,NA,NA,NA
12401,"CA","ORANGE",2,"Deep Canvass",50,1,0,1,1,0,NA,NA,NA
114711,"CA","FRESNO",2,"Deep Canvass",70,0,0,1,1,1,NA,NA,NA
112863,"CA","FRESNO",2,"Deep Canvass",26,0,0,1,0,0,NA,NA,NA
96249,"CA","FRESNO",2,"Deep Canvass",40,1,0,1,0,1,NA,NA,NA
172817,"TN","TN",2,"Deep Canvass",55,1,0,1,0,0,NA,NA,NA
178950,"TN","TN",2,"Deep Canvass",62,1,0,1,0,1,NA,NA,NA
120159,"CA","ORANGE",2,"Deep Canvass",64,1,0,1,1,1,NA,NA,NA
101090,"CA","ORANGE",2,"Deep Canvass",63,1,0,1,1,1,NA,NA,NA
16514,"CA","FRESNO",2,"Deep Canvass",46,0,0,1,0,1,-0.7969201,-1.785038,-1.310366
174478,"TN","TN",2,"Deep Canvass",37,0,0,0,0,1,0.9768342,1.228022,1.130324
204691,"TN","TN",2,"Deep Canvass",23,1,0,0,0,1,NA,NA,NA
